date,open,high,low,close,volume,changed,changep,adjclose,tradeval,tradevol
2017-05-31,153.97,154.17,152.38,152.76,24451164,-0.896,-0.59%,150.4216,3739343798.02,131947
2017-05-30,153.42,154.43,153.33,153.67,20126851,0.059,0.04%,151.3177,3096480643.35,113955
2017-05-26,154.00,154.24,153.31,153.61,21927637,-0.256,-0.17%,151.2586,3369824759.99,109430
2017-05-25,153.73,154.35,153.03,153.87,19235598,0.522,0.35%,151.5147,2958331927.30,121650
2017-05-24,153.84,154.17,152.67,153.34,19219154,-0.453,-0.30%,150.9928,2945467232.33,115234
2017-05-23,154.90,154.90,153.31,153.80,19918871,-0.187,-0.12%,151.4457,3064152254.26,126254
2017-05-22,154.00,154.58,152.91,153.99,22966437,0.916,0.61%,151.6328,3531362415.19,128173
2017-05-19,153.38,153.98,152.63,153.06,26960788,0.512,0.34%,150.7171,4133600273.51,148520
2017-05-18,151.27,153.34,151.13,152.54,33568215,2.255,1.52%,150.205,5117739229.97,205659
2017-05-17,153.60,154.57,149.71,150.25,50767678,-5.14,-3.36%,147.9501,7692092806.70,320871
2017-05-16,155.94,156.06,154.72,155.47,20048478,-0.226,-0.15%,153.0902,3113684229.64,129337
2017-05-15,156.01,156.65,155.05,155.70,26009719,-0.394,-0.26%,153.3166,4046822476.11,141091
2017-05-12,154.70,156.42,154.67,156.10,32527017,2.117,1.40%,153.7105,5069161222.11,187418
2017-05-11,152.45,154.07,152.31,153.95,27255058,1.30,0.86%,151.5934,4175217516.09,137633
2017-05-10,153.63,153.94,152.11,153.26,25805692,-0.716,-0.47%,150.2936,3950291177.82,156839
2017-05-09,153.87,154.88,153.45,153.99,39130363,0.961,0.64%,151.0095,6030714180.45,221722
2017-05-08,149.03,153.70,149.03,153.01,48752413,3.972,2.72%,150.0484,7409940582.41,255929
2017-05-05,146.76,148.98,146.76,148.96,27327725,2.383,1.66%,146.0768,4050531276.91,157911
2017-05-04,146.52,147.14,145.81,146.53,23371872,-0.52,-0.36%,143.6938,3420036904.00,140290
2017-05-03,145.59,147.49,144.27,147.06,45697034,-0.441,-0.31%,144.2136,6680873560.33,282338
2017-05-02,147.54,148.09,146.84,147.51,45352194,0.912,0.63%,144.6549,6687244543.72,255534
2017-05-01,145.10,147.20,144.96,146.58,33602943,2.873,2.04%,143.7429,4915125020.18,184551
2017-04-28,144.09,144.30,143.27,143.65,20860358,-0.137,-0.10%,140.8696,2998203474.74,114787
2017-04-27,143.9225,144.16,143.31,143.79,14246347,0.108,0.08%,141.0069,2046887556.03,97491
2017-04-26,144.47,144.60,143.3762,143.68,20041241,-0.834,-0.59%,140.899,2886684638.99,130688
2017-04-25,143.91,144.90,143.87,144.53,18871501,0.873,0.62%,141.7326,2727024874.39,110709
2017-04-24,143.50,143.95,143.18,143.64,17134333,1.343,0.96%,140.8598,2461640103.89,108051
2017-04-21,142.44,142.68,141.85,142.27,17320928,-0.167,-0.12%,139.5163,2464067440.18,104117
2017-04-20,141.22,142.92,141.16,142.44,23319562,1.726,1.25%,139.683,3318223354.70,145300
2017-04-19,141.88,142.00,140.45,140.68,17328375,-0.51,-0.37%,137.9571,2446936246.78,114136
2017-04-18,141.41,142.04,141.11,141.20,14697544,-0.618,-0.44%,138.467,2079241414.04,100314
2017-04-17,141.48,141.88,140.87,141.83,16582094,0.765,0.55%,139.0848,2344888720.35,102343
2017-04-13,141.91,142.38,141.05,141.05,17822880,-0.735,-0.53%,138.3199,2527158501.00,117140
2017-04-12,141.60,142.15,141.01,141.80,20350000,0.167,0.12%,139.0554,2880327095.25,131856
2017-04-11,142.94,143.35,140.06,141.63,30379376,-1.51,-1.08%,138.8887,4296372172.70,194111
2017-04-10,143.60,143.8792,142.90,143.17,18933397,-0.167,-0.12%,140.3989,2714410184.45,112267
2017-04-07,143.73,144.18,143.27,143.34,16658543,-0.314,-0.22%,140.5656,2393962432.47,110190
2017-04-06,144.29,144.52,143.45,143.66,21149034,-0.353,-0.25%,140.8794,3043950791.53,124825
2017-04-05,144.22,145.46,143.81,144.02,27717854,-0.735,-0.52%,141.2324,4013352315.22,169567
2017-04-04,143.25,144.89,143.17,144.77,19891354,1.049,0.74%,141.9679,2869565655.42,123795
2017-04-03,143.71,144.12,143.05,143.70,19985714,0.039,0.03%,140.9186,2870771362.23,125531
2017-03-31,143.72,144.27,143.01,143.66,19661651,-0.265,-0.19%,140.8794,2827590850.19,109071
2017-03-30,144.19,144.50,143.50,143.93,21207252,-0.186,-0.13%,141.1442,3053298519.37,114211
2017-03-29,143.68,144.49,143.19,144.12,29189955,0.314,0.22%,141.3305,4198501915.96,160453
2017-03-28,140.91,144.04,140.62,143.80,33374805,2.863,2.07%,141.0167,4767332907.01,194597
2017-03-27,139.39,141.22,138.62,140.88,23575094,0.235,0.17%,138.1532,3309844252.93,137335
2017-03-24,141.50,141.74,140.35,140.64,22395563,-0.275,-0.20%,137.9178,3159483097.27,131777
2017-03-23,141.26,141.5844,140.61,140.92,20346301,-0.49,-0.35%,138.1924,2868824778.67,127779
2017-03-22,139.845,141.60,139.76,141.42,25860165,1.549,1.13%,138.6827,3642690227.81,151524
2017-03-21,142.11,142.80,139.73,139.84,39529912,-1.589,-1.15%,137.1333,5579085200.63,238152
2017-03-20,140.40,141.50,140.23,141.46,21542038,1.442,1.05%,138.722,3038342183.73,111763
2017-03-17,141.00,141.00,139.89,139.99,43884952,-0.686,-0.50%,137.2804,6164630016.94,122379
2017-03-16,140.72,141.02,140.26,140.69,19231998,0.226,0.16%,137.9669,2704515815.93,121226
2017-03-15,139.41,140.7501,139.025,140.46,25691774,1.442,1.06%,137.7413,3596141116.85,141147
2017-03-14,139.30,139.65,138.84,138.99,15309065,-0.206,-0.15%,136.2998,2129632810.61,98252
2017-03-13,138.85,139.43,138.82,139.20,17421717,0.059,0.04%,136.5057,2423794896.78,98286
2017-03-10,139.25,139.3571,138.64,139.14,19612801,0.451,0.33%,136.4469,2727627155.97,115140
2017-03-09,138.74,138.79,137.05,138.68,22155904,-0.314,-0.23%,135.9958,3064758824.22,129689
2017-03-08,138.95,139.80,138.82,139.00,18707236,-0.51,-0.37%,136.3096,2604533957.36,113167
2017-03-07,139.06,139.98,138.79,139.52,17446297,0.177,0.13%,136.8195,2433371106.26,110490
2017-03-06,139.365,139.77,138.5959,139.34,21750044,-0.431,-0.31%,136.643,3025832125.96,121046
2017-03-03,138.78,139.83,138.59,139.78,21571121,0.804,0.59%,137.0745,3006969528.90,120910
2017-03-02,140.00,140.2786,138.76,138.96,26210984,-0.814,-0.59%,136.2704,3653452813.03,157433
2017-03-01,137.89,140.15,137.595,139.79,36414585,2.746,2.04%,137.0843,5074406176.07,207465
2017-02-28,137.08,137.435,136.70,136.99,23482860,0.059,0.04%,134.3385,3218353508.39,126842
2017-02-27,137.14,137.435,136.28,136.93,20257426,0.265,0.20%,134.2797,2774762486.17,123050
2017-02-24,135.91,136.66,135.28,136.66,21776585,0.127,0.10%,134.0149,2961461490.66,127250
2017-02-23,137.38,137.48,136.30,136.53,20788186,-0.569,-0.42%,133.8874,2841582296.28,131711
2017-02-22,136.43,137.12,136.11,137.11,20836932,0.402,0.30%,134.4562,2848094258.44,105697
2017-02-21,136.23,136.75,135.98,136.70,24507156,0.961,0.72%,134.0541,3343171697.42,129421
2017-02-17,135.10,135.83,135.10,135.72,22198197,0.368,0.28%,133.0931,3006503823.30,115346
2017-02-16,135.67,135.90,134.8398,135.345,22584555,-0.162,-0.12%,132.7253,3054612601.70,135498
2017-02-15,135.52,136.27,134.62,135.51,35623100,0.481,0.36%,132.8871,4824014263.64,187393
2017-02-14,133.47,135.09,133.25,135.02,33226223,1.697,1.30%,132.4066,4463745596.61,170319
2017-02-13,133.08,133.82,132.75,133.29,23035421,1.147,0.89%,130.7101,3074768524.89,131063
2017-02-10,132.46,132.94,132.05,132.12,20065458,-0.294,-0.23%,129.5628,2655783137.02,109763
2017-02-09,131.65,132.445,131.12,132.42,28349859,0.932,0.72%,129.8569,3740622684.40,132031
2017-02-08,131.35,132.22,131.22,132.04,23004072,0.498,0.39%,128.9253,3028919429.51,124782
2017-02-07,130.54,132.09,130.45,131.53,38183841,1.211,0.95%,128.4274,5021654451.44,190021
2017-02-06,129.13,130.50,128.90,130.29,26845924,1.181,0.94%,127.2166,3492223889.01,150866
2017-02-03,128.31,129.19,128.16,129.08,24507301,0.537,0.43%,126.0351,3154797238.00,135276
2017-02-02,127.975,129.39,127.78,128.53,33710411,-0.215,-0.17%,125.4981,4328588156.13,190097
2017-02-01,127.03,130.49,127.01,128.75,111985040,7.225,6.10%,125.7129,14396537944.97,537175
2017-01-31,121.15,121.39,120.62,121.35,49200993,-0.273,-0.23%,118.4875,5956318215.51,246124
2017-01-30,120.93,121.63,120.66,121.63,30377503,-0.312,-0.26%,118.7609,3681166986.66,164889
2017-01-27,122.14,122.35,121.60,121.95,20562944,0.01,0.01%,119.0733,2507244470.83,110702
2017-01-26,121.67,122.44,121.60,121.94,26337576,0.059,0.05%,119.0636,3210906071.68,126534
2017-01-25,120.42,122.10,120.28,121.88,32586673,1.865,1.59%,119.005,3959012939.63,198925
2017-01-24,119.55,120.10,119.50,119.97,23211038,-0.107,-0.09%,117.14,2784265834.92,134783
2017-01-23,120.00,120.81,119.77,120.08,22050218,0.078,0.07%,117.2474,2648816570.99,128202
2017-01-20,120.45,120.45,119.7346,120.00,32597892,0.215,0.18%,117.1693,3911912343.91,148472
2017-01-19,119.40,120.09,119.37,119.78,25597291,-0.205,-0.18%,116.9545,3066113319.79,130086
2017-01-18,120.00,120.50,119.71,119.99,23712961,-0.01,-0.01%,117.1596,2846022797.31,126591
2017-01-17,118.34,120.24,118.22,120.00,34439843,0.937,0.81%,117.1693,4123813885.88,189139
2017-01-13,119.11,119.62,118.81,119.04,26111948,-0.205,-0.18%,116.232,3108953182.06,132987
2017-01-12,118.895,119.30,118.21,119.25,27086220,-0.488,-0.42%,116.437,3218263151.62,165856
2017-01-11,118.74,119.93,118.60,119.75,27588593,0.625,0.54%,116.9252,3289596926.98,153269
2017-01-10,118.77,119.38,118.30,119.11,24462051,0.117,0.10%,116.3003,2909879656.32,146177
2017-01-09,117.95,119.43,117.94,118.99,33561948,1.055,0.92%,116.1832,3992843775.97,184629
2017-01-06,116.78,118.16,116.47,117.91,31751900,1.269,1.11%,115.1286,3737801598.58,177885
2017-01-05,115.92,116.8642,115.81,116.61,22193587,0.576,0.51%,113.8593,2584402170.21,136222
2017-01-04,115.85,116.51,115.75,116.02,21118116,-0.127,-0.11%,113.2832,2452317652.68,129949
2017-01-03,115.80,116.33,114.76,116.15,28781865,0.322,0.28%,113.4101,3326691539.24,158511
2016-12-30,116.65,117.20,115.43,115.82,30586265,-0.889,-0.78%,113.0879,3546703092.21,158072
2016-12-29,116.45,117.1095,116.40,116.73,15039519,-0.029,-0.03%,113.9765,1755025555.50,95707
2016-12-28,117.52,118.0166,116.20,116.76,20905892,-0.488,-0.43%,114.0058,2447942392.43,122797
2016-12-27,116.52,117.80,116.49,117.26,18296855,0.723,0.64%,114.494,2148557599.88,109161
2016-12-23,115.59,116.52,115.59,116.52,14249484,0.225,0.20%,113.7714,1657318725.44,83709
2016-12-22,116.35,116.51,115.64,116.29,26085854,-0.752,-0.66%,113.5468,3028343963.20,131200
2016-12-21,116.80,117.40,116.78,117.06,23783165,0.107,0.09%,114.2987,2784239069.63,109918
2016-12-20,116.74,117.50,116.68,116.95,21424965,0.303,0.27%,114.1913,2506927784.46,109211
2016-12-19,115.80,117.38,115.75,116.64,27779423,0.654,0.58%,113.8886,3243301249.54,136348
2016-12-16,116.47,116.50,115.645,115.97,44351134,0.146,0.13%,113.2344,5147512537.51,154134
2016-12-15,115.38,116.73,115.23,115.82,46524544,0.615,0.55%,113.0879,5399339144.67,190831
2016-12-14,115.04,116.20,114.98,115.19,34031834,0.00,0.00%,112.4728,3933603564.72,209028
2016-12-13,113.84,115.92,113.75,115.19,43733811,1.845,1.67%,112.4728,5040135280.51,245488
2016-12-12,113.29,115.00,112.49,113.30,26374377,-0.635,-0.57%,110.6274,2979406421.59,161920
2016-12-09,112.31,114.70,112.31,113.95,34402627,1.787,1.63%,111.262,3917374500.47,190214
2016-12-08,110.86,112.43,110.60,112.12,27068316,1.064,0.98%,109.4752,3030633731.59,157686
2016-12-07,109.26,111.19,109.16,111.03,29998719,1.055,0.98%,108.4109,3309583774.74,184166
2016-12-06,109.50,110.36,109.19,109.95,26195462,0.82,0.77%,107.3564,2873773106.32,156035
2016-12-05,110.00,110.03,108.25,109.11,34324540,-0.771,-0.72%,106.5362,3746086143.39,202233
2016-12-02,109.17,110.09,108.85,109.90,26527997,0.40,0.37%,107.3076,2907753090.08,147420
2016-12-01,110.365,110.94,109.03,109.49,37086862,-1.006,-0.93%,106.9073,4072564094.86,220996
2016-11-30,111.60,112.20,110.27,110.52,36162258,-0.918,-0.84%,107.913,4008345060.88,178894
2016-11-29,110.78,112.03,110.07,111.46,28528750,-0.107,-0.10%,108.8308,3170392855.31,163353
2016-11-28,111.43,112.465,111.39,111.57,27193983,-0.215,-0.20%,108.9382,3039891028.68,135097
2016-11-25,111.13,111.87,110.95,111.79,11475922,0.547,0.50%,109.153,1279357531.43,66305
2016-11-23,111.36,111.51,110.33,111.23,27426394,-0.557,-0.51%,108.6062,3042618820.69,144679
2016-11-22,111.95,112.42,111.40,111.80,25965534,0.068,0.06%,109.1628,2903908594.41,131652
2016-11-21,110.12,111.99,110.01,111.73,29264571,1.631,1.52%,109.0944,3259046900.90,165486
2016-11-18,109.72,110.54,109.66,110.06,28428917,0.107,0.10%,107.4638,3126970609.73,145707
2016-11-17,109.81,110.35,108.83,109.95,27632003,-0.039,-0.04%,107.3564,3027184326.21,169946
2016-11-16,106.70,110.23,106.60,109.99,58840522,2.812,2.69%,107.3955,6423902574.29,226707
2016-11-15,106.57,107.68,106.1593,107.11,32264510,1.367,1.32%,104.5834,3452930727.75,192017
2016-11-14,107.71,107.809,104.08,105.71,51175504,-2.656,-2.51%,103.2164,5401396151.74,303637
2016-11-11,107.12,108.87,106.55,108.43,34143898,0.625,0.59%,105.8723,3690451922.02,213715
2016-11-10,111.09,111.09,105.83,107.79,57134541,-3.017,-2.79%,105.2474,6178430878.06,374411
2016-11-09,109.88,111.32,108.05,110.88,59176361,-0.176,-0.16%,108.2645,6491859954.95,338443
2016-11-08,110.31,111.72,109.70,111.06,24254179,0.635,0.59%,108.4402,2687219254.43,145064
2016-11-07,110.08,110.51,109.46,110.41,32560000,1.533,1.44%,107.8055,3583614422.08,176601
2016-11-04,108.53,110.25,108.11,108.84,30836997,-0.967,-0.90%,106.2726,3368337239.58,177297
2016-11-03,110.98,111.46,109.55,109.83,26932602,-1.162,-1.07%,107.2392,2969478973.10,158184
2016-11-02,111.40,112.35,111.23,111.59,28331709,0.097,0.09%,108.4012,3168806343.78,165460
2016-11-01,113.46,113.77,110.53,111.49,43825812,-1.991,-1.81%,108.304,4898934287.44,240676
2016-10-31,113.65,114.23,113.20,113.54,26419398,-0.175,-0.16%,110.2954,3003175610.54,137495
2016-10-28,113.87,115.21,113.45,113.72,37861662,-0.738,-0.66%,110.4703,4324922051.26,207759
2016-10-27,115.39,115.86,114.10,114.48,34562045,-1.078,-0.96%,111.2086,3969745786.18,153103
2016-10-26,114.31,115.70,113.31,115.59,66134219,-2.584,-2.25%,112.2869,7579683446.00,348953
2016-10-25,117.95,118.36,117.31,118.25,48128970,0.583,0.51%,114.8708,5669841877.81,257405
2016-10-24,117.10,117.74,117.00,117.65,23538673,1.02,0.90%,114.288,2763708221.53,130484
2016-10-21,116.81,116.91,116.28,116.60,23192665,-0.447,-0.39%,113.268,2704166842.76,122049
2016-10-20,116.86,117.38,116.33,117.06,24125801,-0.058,-0.05%,113.7148,2821283738.48,150410
2016-10-19,117.25,117.76,113.80,117.12,20034594,-0.34,-0.30%,113.7731,2349758198.74,124278
2016-10-18,118.18,118.21,117.45,117.47,24553478,-0.078,-0.07%,114.1131,2893919691.46,133017
2016-10-17,117.33,117.84,116.78,117.55,23624896,-0.078,-0.07%,114.1908,2769421204.38,135064
2016-10-14,117.88,118.17,117.13,117.63,35652191,0.631,0.56%,114.2686,4192904194.74,182551
2016-10-13,116.79,117.44,115.72,116.98,35192406,-0.35,-0.31%,113.6371,4102848550.85,201258
2016-10-12,117.35,117.98,116.75,117.34,37586787,1.01,0.89%,113.9868,4411498720.95,203125
2016-10-11,117.70,118.69,116.20,116.30,64041043,0.243,0.22%,112.9766,7507642197.85,322694
2016-10-10,115.02,116.75,114.72,116.05,36235956,1.933,1.74%,112.7337,4205276544.93,196563
2016-10-07,114.31,114.56,113.51,114.06,24358443,0.165,0.15%,110.8006,2778494395.89,134894
2016-10-06,113.70,114.34,113.13,113.89,28779313,0.816,0.74%,110.6354,3276605108.11,168294
2016-10-05,113.40,113.66,112.69,113.05,21453089,0.049,0.04%,109.8194,2426047862.76,127357
2016-10-04,113.06,114.31,112.63,113.00,29736835,0.466,0.43%,109.7709,3374208216.93,173331
2016-10-03,112.71,113.05,112.28,112.52,21701760,-0.515,-0.47%,109.3046,2443218038.95,131078
2016-09-30,112.46,113.37,111.80,113.05,36379106,0.845,0.78%,109.8194,4105189703.01,184108
2016-09-29,113.16,113.80,111.80,112.18,35886990,-1.719,-1.55%,108.9743,4037070730.08,211663
2016-09-28,113.69,114.64,113.43,113.95,29641085,0.835,0.76%,110.6937,3378625053.49,166494
2016-09-27,113.00,113.18,112.34,113.09,24607412,0.204,0.19%,109.8583,2777006953.83,138617
2016-09-26,111.64,113.39,111.55,112.88,29869442,0.165,0.15%,109.6543,3370807779.40,167141
2016-09-23,114.42,114.79,111.55,112.71,52481151,-1.855,-1.67%,109.4892,5936753975.17,283304
2016-09-22,114.35,114.94,114.00,114.62,31073984,1.039,0.94%,111.3446,3560198489.03,169948
2016-09-21,113.85,113.989,112.441,113.55,36003185,-0.019,-0.02%,110.3051,4074149685.19,186223
2016-09-20,113.05,114.12,112.51,113.57,34514269,-0.01,-0.01%,110.3246,3919142011.78,184349
2016-09-19,115.19,116.18,113.25,113.58,47023046,-1.302,-1.17%,110.3343,5373467968.24,242813
2016-09-16,115.12,116.13,114.04,114.92,79886911,-0.631,-0.56%,111.636,9185460776.53,316029
2016-09-15,113.86,115.73,113.49,115.57,90613177,3.691,3.40%,112.2674,10415414829.88,461592
2016-09-14,108.73,113.03,108.60,111.77,112340318,3.711,3.54%,108.576,12528648140.37,580555
2016-09-13,107.51,108.79,107.24,107.95,62176190,2.438,2.38%,104.8652,6722410574.69,337196
2016-09-12,102.65,105.72,102.53,105.44,45292770,2.244,2.24%,102.4269,4741263151.95,259269
2016-09-09,104.64,105.72,103.13,103.13,46556984,-2.322,-2.26%,100.1829,4845545582.82,275701
2016-09-08,107.25,107.27,105.24,105.52,53002026,-2.759,-2.62%,102.5046,5612099223.23,284025
2016-09-07,107.83,108.76,107.07,108.36,42364328,0.641,0.61%,105.2635,4565300935.44,240165
2016-09-06,107.90,108.30,107.51,107.70,26880391,-0.029,-0.03%,104.6223,2897715826.74,136405
2016-09-02,107.70,108.00,106.82,107.73,26802450,0.971,0.94%,104.6515,2880043917.13,149200
2016-09-01,106.14,106.80,105.62,106.73,26701523,0.612,0.59%,103.68,2838667454.06,151073
2016-08-31,105.66,106.5699,105.64,106.10,29662406,0.097,0.09%,103.068,3150359900.03,152279
2016-08-30,105.80,106.50,105.50,106.00,24863945,-0.797,-0.77%,102.9709,2634943294.03,154475
2016-08-29,106.62,107.44,106.29,106.82,24970300,-0.117,-0.11%,103.7675,2668553412.82,146775
2016-08-26,107.41,107.95,106.31,106.94,27766291,-0.612,-0.59%,103.884,2973619078.44,181356
2016-08-25,107.39,107.88,106.68,107.57,25086248,-0.447,-0.43%,104.496,2691062682.20,159113
2016-08-24,108.565,108.75,107.68,108.03,23675081,-0.797,-0.75%,104.9429,2559978482.68,140596
2016-08-23,108.59,109.32,108.53,108.85,21257669,0.33,0.31%,105.7395,2316903211.33,125053
2016-08-22,108.86,109.10,107.85,108.51,25820230,-0.826,-0.78%,105.4092,2800503406.53,159765
2016-08-19,108.77,109.69,108.36,109.36,25368072,0.272,0.26%,106.2349,2768274519.96,146695
2016-08-18,109.23,109.60,109.02,109.08,21984703,-0.136,-0.13%,105.9629,2402783950.16,120960
2016-08-17,109.10,109.37,108.34,109.22,25355976,-0.155,-0.15%,106.0989,2760839222.82,155182
2016-08-16,109.63,110.23,109.21,109.38,33794448,-0.097,-0.09%,106.2543,3708359673.85,178826
2016-08-15,108.14,109.54,108.08,109.48,25868209,1.263,1.20%,106.3515,2825228884.67,146990
2016-08-12,107.78,108.44,107.78,108.18,18660434,0.243,0.23%,105.0886,2017530557.29,114637
2016-08-11,108.52,108.93,107.85,107.93,27484506,-0.068,-0.06%,104.8457,2978902685.91,128938
2016-08-10,108.71,108.90,107.76,108.00,24008505,-0.787,-0.74%,104.9137,2596517919.08,133574
2016-08-09,108.23,108.94,108.01,108.81,26315204,0.427,0.41%,105.7006,2854674803.57,154394
2016-08-08,107.52,108.37,107.16,108.37,28037220,0.865,0.83%,105.2732,3024873086.72,143109
2016-08-05,106.27,107.65,106.18,107.48,40553402,1.564,1.52%,104.4086,4351344874.80,182166
2016-08-04,105.58,106.00,105.28,105.87,27408650,0.631,0.62%,102.8446,2897303570.04,147503
2016-08-03,104.81,105.84,104.77,105.79,30202641,1.266,1.25%,102.2132,3187773323.06,168033
2016-08-02,106.05,106.07,104.00,104.48,33816556,-1.517,-1.48%,100.9475,3542613512.81,199998
2016-08-01,104.41,106.15,104.41,106.05,38167871,1.778,1.77%,102.4644,4022912191.15,212313
2016-07-29,104.19,104.55,103.68,104.21,27733688,-0.126,-0.12%,100.6866,2887124761.41,152937
2016-07-28,102.83,104.45,102.82,104.34,39869839,1.343,1.35%,100.8122,4141657226.00,216364
2016-07-27,104.265,104.35,102.75,102.95,92344820,6.068,6.50%,99.4692,9557799222.06,484311
2016-07-26,96.82,97.97,96.42,96.67,56239822,-0.647,-0.69%,93.4015,5457503609.71,289094
2016-07-25,98.25,98.84,96.92,97.34,40382921,-1.275,-1.34%,94.0489,3944202720.87,224266
2016-07-22,99.26,99.30,98.31,98.66,28313669,-0.744,-0.77%,95.3243,2794002257.06,153516
2016-07-21,99.83,101.00,99.13,99.43,32702028,-0.512,-0.53%,96.0682,3267927163.98,169899
2016-07-20,100.00,100.46,99.735,99.96,26275968,0.087,0.09%,96.5803,2626933962.43,146681
2016-07-19,99.56,100.00,99.34,99.87,23779924,0.039,0.04%,96.4934,2372871512.27,134943
2016-07-18,98.70,100.13,98.60,99.83,36493867,1.014,1.06%,96.4547,3640928589.43,200056
2016-07-15,98.92,99.30,98.50,98.78,30136990,-0.01,-0.01%,95.4402,2979003940.95,157727
2016-07-14,97.39,98.99,97.32,98.79,38918997,1.855,1.98%,95.4499,3828308043.77,231502
2016-07-13,97.41,97.67,96.84,96.87,25892171,-0.531,-0.56%,93.5948,2514995690.08,144845
2016-07-12,97.17,97.70,97.12,97.42,24167463,0.425,0.45%,94.1262,2353791798.94,151231
2016-07-11,96.75,97.65,96.73,96.98,23794945,0.29,0.31%,93.7011,2313627260.64,144022
2016-07-08,96.49,96.89,96.05,96.68,28912103,0.715,0.77%,93.4112,2793533969.26,168669
2016-07-07,95.70,96.50,95.62,95.94,25139558,0.396,0.43%,92.6962,2414667467.63,143924
2016-07-06,94.60,95.66,94.37,95.53,30949090,0.522,0.57%,92.3001,2944370459.80,187588
2016-07-05,95.39,95.40,94.46,94.99,27705210,-0.87,-0.94%,91.7783,2626840367.97,153278
2016-07-01,95.49,96.465,95.33,95.89,26026540,0.28,0.30%,92.6479,2498437071.05,154609
2016-06-30,94.44,95.77,94.30,95.60,35836356,1.159,1.27%,92.3677,3413249996.93,204313
2016-06-29,93.97,94.55,93.63,94.40,36531006,0.783,0.87%,91.2083,3442341609.53,216409
2016-06-28,92.90,93.66,92.14,93.59,40444914,1.498,1.68%,90.4257,3756611822.68,240695
2016-06-27,93.00,93.05,91.50,92.04,46622188,-1.314,-1.46%,88.9281,4288478790.12,290019
2016-06-24,92.91,94.655,92.65,93.40,75311356,-2.609,-2.81%,90.2421,7048241068.11,379485
2016-06-23,95.94,96.29,95.25,96.10,32240187,0.531,0.58%,92.8508,3086414841.47,184293
2016-06-22,96.25,96.89,95.35,95.55,29219122,-0.348,-0.38%,92.3194,2806098908.19,181351
2016-06-21,94.94,96.35,94.676,95.91,35546358,0.783,0.85%,92.6672,3410602312.85,203067
2016-06-20,96.00,96.57,95.03,95.10,34411901,-0.222,-0.24%,91.8846,3299905295.71,200096
2016-06-17,96.62,96.65,95.30,95.33,61008219,-2.145,-2.28%,92.1068,5843191451.14,254399
2016-06-16,96.45,97.75,96.07,97.55,31326815,0.396,0.42%,94.2518,3035091297.43,190548
2016-06-15,97.82,98.41,97.03,97.14,29445227,-0.309,-0.33%,93.8557,2880475915.63,168201
2016-06-14,97.32,98.475,96.75,97.46,31931944,0.116,0.12%,94.1648,3110817392.69,196933
2016-06-13,98.69,99.12,97.10,97.34,38020494,-1.44,-1.51%,94.0489,3711225397.58,225987
2016-06-10,98.53,99.3457,98.48,98.83,31712936,-0.792,-0.82%,95.4885,3136114091.25,175475
2016-06-09,98.50,99.99,98.46,99.65,26601354,0.686,0.72%,96.2808,2648533512.07,159315
2016-06-08,99.02,99.56,98.68,98.94,20848131,-0.087,-0.09%,95.5948,2064349262.60,120752
2016-06-07,99.25,99.87,98.96,99.03,22409450,0.386,0.41%,95.6818,2226868616.03,130381
2016-06-06,97.99,101.89,97.55,98.63,23292504,0.686,0.73%,95.2953,2299350441.51,138145
2016-06-03,97.79,98.27,97.45,97.92,28504888,0.193,0.20%,94.6093,2790538231.71,159079
2016-06-02,97.60,97.84,96.63,97.72,40191600,-0.715,-0.75%,94.416,3911723994.81,221943
2016-06-01,99.02,99.54,98.33,98.46,29173285,-1.353,-1.40%,95.131,2887459344.63,168976
2016-05-31,99.60,100.40,98.82,99.86,42307212,-0.473,-0.49%,96.4837,4219283445.24,198665
2016-05-27,99.44,100.47,99.245,100.35,36341240,-0.058,-0.06%,96.9571,3631949812.63,186147
2016-05-26,99.68,100.73,98.64,100.41,56331159,0.763,0.79%,97.0151,5617524111.16,211642
2016-05-25,98.67,99.74,98.11,99.62,38642108,1.662,1.76%,96.2518,3829823033.52,214614
2016-05-24,97.22,98.09,96.84,97.90,35140174,1.42,1.52%,94.59,3428977686.96,199217
2016-05-23,95.87,97.19,95.67,96.43,38018643,1.169,1.27%,93.1697,3674302324.11,205677
2016-05-20,94.64,95.43,94.52,95.22,32025968,0.986,1.08%,92.0006,3043212364.41,171173
2016-05-19,94.64,94.64,93.57,94.20,30442100,-0.348,-0.38%,91.0151,2859965673.92,174532
2016-05-18,94.16,95.21,93.89,94.56,42062391,1.034,1.14%,91.3629,3977429535.56,241557
2016-05-17,94.55,94.70,93.01,93.49,46916939,-0.377,-0.42%,90.3291,4396707727.81,264264
2016-05-16,92.39,94.39,91.65,93.88,61259756,3.246,3.71%,90.7059,5723750780.68,341767
2016-05-13,90.00,91.67,90.00,90.52,44392765,0.174,0.20%,87.4595,4030494957.19,248042
2016-05-12,92.72,92.78,89.47,90.34,76314690,-2.097,-2.35%,87.2856,6905651506.93,432884
2016-05-11,93.48,93.57,92.46,92.51,28719109,-0.879,-0.97%,89.3822,2668266167.92,167020
2016-05-10,93.33,93.57,92.11,93.42,33686836,0.609,0.68%,90.2614,3131882188.46,194658
2016-05-09,93.00,93.77,92.59,92.79,32936436,0.068,0.08%,89.6527,3066977353.00,183323
2016-05-06,93.37,93.45,91.85,92.72,43699886,-0.502,-0.56%,89.5851,4043586984.68,233147
